Ticker,Date,Company Name,Sector,Price,Size,1,2,3,Turnover,Gain,Year
PBF,Dec 13,PBF Energy Inc,Energy,26.0,20,CITI,MS,,0.8759999999999999,0.01,2012
YY,Nov 21,YY Inc,Technology,10.5,7,CITI,DB,MS,0.586,0.077,2012
ATOS,Nov 8,Atossa Genetics Inc,Health-Care,5.0,800,DWSN,,,0.001,0.726,2012
RH,Nov 2,Restoration Hardware Holdings Inc,Consumer-Services,24.0,5,BAML,GS,,1.324,0.29600000000000004,2012
MPLX,Oct 26,MPLX LP,Energy,22.0,17,BAML,MS,UBS,0.578,0.23600000000000002,2012
WDAY,Oct 12,Workday Inc,Technology,28.0,22,GS,MS,,0.797,0.7390000000000001,2012
FANG,Oct 12,Diamondback Energy Inc,Energy,17.5,12,CS,,,0.517,0.0,2012
ICPT,Oct 11,Intercept Pharmaceuticals Inc,Health-Care,15.0,5,BAML,,,0.163,0.293,2012
SSTK,Oct 11,Shutterstock Inc,Technology,17.0,4,DB,JEFF,MS,1.305,0.27399999999999997,2012
AMBA,Oct 10,Ambarella Inc,Technology,6.0,6,DB,MS,,0.594,0.01,2012
BERY,Oct 4,Berry Global Group Inc,Consumer-Non-Durables,16.0,29,BRCL,BAML,CITI,0.601,-0.05,2012
RGLS,Oct 4,Regulus Therapeutics Inc,Health-Care,4.0,11,BMO,COWN,,0.012,11.6,2012
LXFR,Oct 3,Luxfer Holdings PLC,Basic-Industries,10.0,8,CS,JEFF,,0.43700000000000006,0.1,2012
QLYS,Sep 28,Qualys Inc,Technology,12.0,7,CS,JPM,,1.287,0.18,2012
NBHC,Sep 20,National Bank Holdings Corporation,Finance,19.3,7,GS,KBW,,0.495,0.018000000000000002,2012
SRC,Sep 20,Spirit Realty Capital Inc,Consumer-Services,15.0,29,MS,,,1.089,-0.529,2012
PFMT,Aug 10,Performant Financial Corporation,Consumer-Services,9.0,9,GS,MS,,0.6729999999999999,0.17800000000000002,2012
MANU,Aug 10,Manchester United Ltd,Consumer-Services,14.0,16,CS,JPM,JEFF,1.911,0.0,2012
GMED,Aug 3,Globus Medical Inc,Health-Care,12.0,8,BAML,GS,PPRJ,0.46799999999999997,0.125,2012
NGVC,Jul 25,Natural Grocers by Vitamin Cottage Inc,Consumer-Services,15.0,7,PPRJ,SNTR,,0.88,0.191,2012
PANW,Jul 20,Palo Alto Networks Inc,Technology,42.0,6,CITI,GS,MS,1.1320000000000001,0.265,2012
FIVE,Jul 19,Five Below Inc,Consumer Services,17.0,9,BRCL,GS,JEFF,1.088,0.5589999999999999,2012
FSBW,Jul 10,FS Bancorp Inc,Finance,10.0,2,KBW,,,0.374,0.001,2012
NOW,Jun 29,ServiceNow Inc,Technology,18.0,11,CITI,DB,MS,0.938,0.36700000000000005,2012
FB,May 18,Meta Inc,Technology,38.0,421,GS,JPM,MS,1.375,0.006,2012
WMC,May 10,Western Asset Mortgage Capital Corporation,Consumer-Services,20.0,8,CITI,DB,JPM,0.924,-0.062,2012
CG,May 3,The Carlyle Group L P,Finance,22.0,30,CITI,CS,JPM,0.436,0.002,2012
SUPN,May 1,Supernus Pharmaceuticals Inc,Health-Care,5.0,10,CITI,PPRJ,,0.068,0.07400000000000001,2012
ACRE,Apr 26,Ares Commercial Real Estate Corporation,Consumer-Services,18.5,7,BAML,CITI,JPM,0.41100000000000003,-0.027000000000000003,2012
CLIR,Apr 25,ClearSign Combustion Corporation,Capital-Goods,4.0,3,MDBC,,,0.166,0.05,2012
SPLK,Apr 19,Splunk Inc,Technology,17.0,13,BAML,CS,JPM,1.046,1.087,2012
FET,Apr 12,Forum Energy Technologies Inc,Energy,20.0,18,JPM,,,0.624,0.08800000000000001,2012
MRC,Apr 12,MRC Global Inc,Capital-Goods,21.0,22,BRCL,GS,,0.447,0.002,2012
ENPH,Mar 30,Enphase Energy Inc,Technology,6.0,8,BAML,DB,MS,0.563,0.223,2012
MACK,Mar 29,Merrimack Pharmaceuticals Inc,Health-Care,7.0,14,JPM,,,0.026000000000000002,7.629,2012
RM,Mar 28,Regional Management Corp,Finance,15.0,4,JEFF,STPH,,0.561,0.09699999999999999,2012
VIPS,Mar 23,Vipshop Holdings Limited,Consumer-Services,6.5,11,DB,GS,,4.697,-0.915,2012
CSTE,Mar 22,Caesarstone Ltd,Capital-Goods,11.0,6,BRCL,CS,JPM,0.736,0.01,2012
ALSN,Mar 15,Allison Transmission Holdings Inc,Capital-Goods,23.0,26,BAML,CITI,JPM,0.531,0.017,2012
MTSI,Mar 15,MACOM Technology Solutions Holdings Inc,Technology,19.0,6,BRCL,JPM,JEFF,0.7,0.08199999999999999,2012
SIR,Mar 7,Select Income REIT,Consumer-Services,21.5,8,BAML,MS,WLFG,0.33899999999999997,0.006999999999999999,2012
YELP,Mar 2,Yelp Inc,Consumer-Services,15.0,7,CITI,GS,,2.441,0.639,2012
PRLB,Feb 24,Proto Labs Inc,Capital-Goods,16.0,4,JEFF,PPRJ,,0.94,0.813,2012
BCOV,Feb 17,Brightcove Inc,Technology,11.0,5,MS,Stifel,,0.87,0.3,2012
HMST,Feb 10,HomeStreet Inc,Finance,44.0,1,FBR,,,1.304,-0.727,2012
CCXI,Feb 8,ChemoCentryx Inc,Health-Care,10.0,4,CITI,JPM,,0.225,0.1,2012
CZR,Feb 8,Caesars Entertainment Corporation,Consumer-Services,9.0,1,CITI,CS,,6.42,0.71,2012
CPAC,Feb 8,Cementos Pacasmayo S A A,Capital-Goods,11.5,20,JPM,,,0.23800000000000002,-0.037000000000000005,2012
EPAM,Feb 8,EPAM Systems Inc,Technology,12.0,6,BRCL,CITI,,0.556,0.16699999999999998,2012
MTDR,Feb 2,Matador Resources Company,Energy,12.0,13,CITI,RBC,,0.34299999999999997,-0.021,2012
VSTM,Jan 27,Verastem Inc,Health-Care,10.0,5,,UBS,,0.136,0.109,2012
GWRE,Jan 25,Guidewire Software Inc,Technology,13.0,8,CITI,DB,JPM,0.794,0.317,2012
AMC,Dec 18,AMC Entertainment Holdings Inc,Consumer-Services,18.0,18,BAML,BAML,,0.815,0.05,2013
HLT,Dec 12,Hilton Worldwide Holdings Inc,Consumer-Services,20.0,117,BAML,DB,GS,0.201,2.225,2013
ARMK,Dec 12,Aramark,Consumer-Services,20.0,36,CS,GS,JPM,0.474,0.135,2013
ATHM,Dec 12,Autohome Inc,Technology,17.0,7,DB,GS,,1.251,0.769,2013
XNCR,Dec 3,Xencor Inc,Health-Care,5.5,12,CS,LRNK,,0.147,0.516,2013
IPWR,Nov 22,Ideal Power Inc,Energy,5.0,3,MDBC,,,0.08,0.07,2013
VNCE,Nov 22,Vince Holding Corp,Consumer-Services,20.0,10,GS,RWB,,0.11900000000000001,13.33,2013
NVGS,Nov 21,Navigator Holdings Ltd,Transportation,19.0,12,JEFF,MS,,0.722,0.053,2013
EVGN,Nov 21,Evogene Ltd,Basic-Industries,14.8,5,CS,DB,,0.26899999999999996,0.168,2013
TNDM,Nov 14,Tandem Diabetes Care Inc,Health-Care,15.0,8,BAML,PPRJ,,0.05,11.84,2013
DLNG,Nov 13,Dynagas LNG Partners LP,Consumer-Services,18.0,12,CS,,,0.564,0.0,2013
CHGG,Nov 13,Chegg Inc,Consumer-Services,12.5,15,BAML,JPM,,1.15,-0.226,2013
NMIH,Nov 8,NMI Holdings Inc,Finance,13.0,2,FBR,,,0.738,0.077,2013
LGIH,Nov 7,LGI Homes Inc,Capital-Goods,11.0,9,DB,JPM,JMPS,0.28600000000000003,0.17300000000000001,2013
TWTR,Nov 7,Twitter Inc,Technology,26.0,70,GS,JPM,MS,1.681,0.727,2013
WIX,Nov 6,Wix com Ltd,Technology,16.5,7,BAML,JPM,RBC,1.442,-0.012,2013
KPTI,Nov 6,Karyopharm Therapeutics Inc,Health-Care,16.0,6,BAML,LRNK,MS,0.875,0.003,2013
ESNT,Oct 31,Essent Group Ltd,Finance,17.0,19,BRCL,GS,JPM,0.813,0.235,2013
MMI,Oct 31,Marcus & Millichap Inc,Finance,12.0,6,CITI,GS,,0.42200000000000004,0.11800000000000001,2013
VCYT,Oct 30,Veracyte Inc,Health-Care,13.0,5,LRNK,MS,,0.919,0.019,2013
BRX,Oct 30,Brixmor Property Group Inc,Consumer-Services,20.0,41,BAML,CITI,JPM,0.586,0.02,2013
CRTO,Oct 30,Criteo S A,Technology,31.0,8,DB,JPM,JEFF,1.1440000000000001,0.142,2013
COMM,Oct 25,CommScope Holding Company Inc,Technology,15.0,38,BAML,DB,JPM,0.569,-0.001,2013
SRLP,Oct 25,Sprague Resources LP,Energy,18.0,8,BRCL,BAML,JPM,0.696,-0.013999999999999999,2013
AERI,Oct 25,Aerie Pharmaceuticals Inc,Health-Care,10.0,6,RBC,Stifel,,0.39899999999999997,0.061,2013
VJET,Oct 18,voxeljet AG,Capital-Goods,13.0,6,CITI,PPRJ,,1.8940000000000001,1.215,2013
VEEV,Oct 16,Veeva Systems Inc,Technology,20.0,13,DB,MS,,1.07,0.858,2013
MGNX,Oct 10,MacroGenics Inc,Health-Care,16.0,5,BAML,LRNK,,1.072,0.562,2013
AR,Oct 10,Antero Resources Corporation,Energy,44.0,35,BRCL,CITI,JPM,0.8190000000000001,0.182,2013
PBPB,Oct 4,Potbelly Corporation,Consumer-Services,14.0,7,BAML,GS,,2.265,1.198,2013
CHMI,Oct 4,Cherry Hill Mortgage Investment Corporation,Consumer-Services,20.0,6,BRCL,CITI,MS,0.851,-0.075,2013
BURL,Oct 2,Burlington Stores Inc,Consumer-Services,17.0,13,BAML,JPM,MS,1.125,0.47100000000000003,2013
RMAX,Oct 2,RE MAX Holdings Inc,Finance,22.0,10,BAML,JPM,MS,1.3840000000000001,0.22699999999999998,2013
FATE,Oct 1,Fate Therapeutics Inc,Health-Care,6.0,6,BMO,COWN,,0.312,0.10300000000000001,2013
RNG,Sep 27,Ringcentral Inc,Technology,13.0,7,BAML,GS,JPM,1.084,0.4,2013
PINC,Sep 26,Premier Inc,Consumer-Services,27.0,28,BAML,JPM,WLFG,0.6759999999999999,0.135,2013
AAOI,Sep 26,Applied Optoelectronics Inc,Technology,10.0,3,PPRJ,RAYJ,,0.264,-0.004,2013
EVOK,Sep 25,Evoke Pharma Inc,Health-Care,12.0,2,AGIS,,,0.35600000000000004,-0.022000000000000002,2013
BNFT,Sep 18,Benefitfocus Inc,Technology,26.5,4,DB,GS,JEFF,1.255,1.021,2013
GLG,Aug 13,TD Holdings Inc.,Finance,6.5,1,AXOM,BNHM,,0.23800000000000002,-0.017,2013
MIXT,Aug 9,MiX Telematics Limited,Technology,16.0,6,RAYJ,WB,,0.605,0.133,2013
FOXF,Aug 8,Fox Factory Holding Corp,Consumer-Non-Durables,15.0,8,PPRJ,RWB,WB,0.743,0.24100000000000002,2013
MBII,Aug 2,Marrone Bio Innovations Inc,Basic-Industries,12.0,4,JEFF,PPRJ,,0.207,0.146,2013
SFM,Aug 1,Sprouts Farmers Market Inc,Consumer-Services,18.0,18,CS,GS,,0.7979999999999999,1.228,2013
AMH,Aug 1,American Homes 4 Rent,Consumer-Services,16.0,44,BAML,FBR,GS,0.478,-0.025,2013
ASC,Aug 1,Ardmore Shipping Corporation,Transportation,14.0,10,,JEFF,MS,0.336,-0.036000000000000004,2013
ONTX,Jul 25,Onconova Therapeutics Inc,Health-Care,15.0,5,CITI,LRNK,,0.006999999999999999,0.987,2013
AGIO,Jul 24,Agios Pharmaceuticals Inc,Health-Care,18.0,5,GS,JPM,,1.053,0.738,2013
REXR,Jul 19,Rexford Industrial Realty Inc,Consumer-Services,14.0,16,BAML,FBR,JPM,0.6659999999999999,0.003,2013
CWEN,Jul 17,Clearway Energy Inc,Public-Utilities,22.0,19,BAML,CITI,GS,0.027000000000000003,0.114,2013
NDLS,Jun 28,Noodles & Company,Consumer-Services,18.0,5,BAML,MS,UBS,1.442,1.042,2013
SAMG,Jun 27,Silvercrest Asset Management Group Inc,Finance,11.0,4,RAYJ,SNDL,,0.198,0.075,2013
CDW,Jun 27,CDW Corporation,Consumer-Services,17.0,23,BRCL,GS,JPM,0.35600000000000004,0.081,2013
ESPR,Jun 26,Esperion Therapeutics Inc,Health-Care,14.0,5,CITI,CS,,0.617,0.036000000000000004,2013
NSTG,Jun 26,NanoString Technologies Inc,Health-Care,10.0,5,JPM,MS,,0.5670000000000001,-0.19399999999999998,2013
GOGO,Jun 21,Gogo Inc,Consumer-Services,17.0,11,JPM,MS,UBS,0.777,-0.059000000000000004,2013
PTCT,Jun 20,PTC Therapeutics Inc,Health-Care,15.0,8,CS,JPM,,0.40299999999999997,0.099,2013
THST,Jun 20,Truett Hurst Inc,Consumer-Non-Durables,6.0,2,,,,0.087,-0.053,2013
BLUE,Jun 19,bluebird bio Inc,Health-Care,17.0,5,BAML,JPM,,0.893,0.583,2013
COTY,Jun 13,Coty Inc,Consumer-Non-Durables,17.5,57,BAML,JPM,MS,0.81,-0.008,2013
EPZM,May 31,Epizyme Inc,Health-Care,15.0,5,CITI,COWN,LRNK,0.639,0.5329999999999999,2013
KMDA,May 31,Kamada Ltd,Health-Care,9.3,5,JEFF,MS,,0.57,0.092,2013
CSTM,May 23,Constellium N V,Basic-Industries,15.0,22,,DB,GS,0.406,-0.031,2013
PFSI,May 9,PennyMac Financial Services Inc,Finance,18.0,11,BAML,CITI,CS,0.586,0.061,2013
AHH,May 8,Armada Hoffler Properties Inc,Finance,11.5,16,RAYJ,RWB,Stifel,0.28,0.006999999999999999,2013
QIWI,May 3,QIWI plc,Miscellaneous,17.0,12,CS,JPM,,0.7809999999999999,0.005,2013
VOYA,May 2,Voya Financial Inc,Finance,19.5,65,CITI,GS,MS,0.505,0.069,2013
EARN,May 1,Ellington Residential Mortgage REIT,Consumer-Services,20.0,6,CS,DB,,0.87,-0.039,2013
SEAS,Apr 19,SeaWorld Entertainment Inc,Consumer-Services,27.0,26,GS,JPM,,0.8340000000000001,0.24100000000000002,2013
HASI,Apr 18,Hannon Armstrong Sustainable Infrastructure Capital Inc,Consumer-Services,12.5,13,BAML,UBS,WLFG,0.392,-0.08800000000000001,2013
EVTC,Apr 12,Evertec Inc,Technology,20.0,25,GS,JPM,,0.8,0.022000000000000002,2013
CMRX,Apr 11,Chimerix Inc,Health-Care,14.0,7,COWN,MS,,0.615,0.342,2013
KNOP,Apr 10,KNOT Offshore Partners LP,Consumer-Services,21.0,7,BRCL,BAML,CITI,0.737,0.038,2013
TMHC,Apr 10,Taylor Morrison Home Corporation,Capital-Goods,22.0,28,CITI,CS,,0.846,0.047,2013
IBTX,Apr 3,Independent Bank Group Inc,Finance,26.0,3,,KBW,SNDL,0.031,0.10800000000000001,2013
ENTA,Mar 21,Enanta Pharmaceuticals Inc,Health-Care,4.0,14,CS,JPM,,0.126,3.295,2013
MODN,Mar 20,Model N Inc,Technology,15.5,6,DB,JPM,,1.4780000000000002,0.289,2013
APAM,Mar 7,Artisan Partners Asset Management Inc,Finance,30.0,11,CITI,GS,,0.7290000000000001,0.294,2013
IPDN,Mar 5,Professional Diversity Network Inc,Technology,8.0,2,AGIS,RDMN,,0.047,6.67,2013
ORC,Feb 14,Orchid Island Capital Inc,Consumer-Services,15.0,2,LDNT,OPPN,,0.10400000000000001,-0.013000000000000001,2013
CNOB,Feb 12,ConnectOne Bancorp Inc,Finance,28.0,1,Stifel,,,0.004,-0.547,2013
ZTS,Feb 1,Zoetis Inc,Health-Care,26.0,86,BAML,JPM,MS,0.7759999999999999,0.193,2013
TPH,Jan 31,TRI Pointe Group Inc,Capital Goods,17.0,13,CITI,DB,FBR,0.929,0.121,2013
LAND,Jan 29,Gladstone Land Corporation,Consumer-Services,15.0,3,JMS,JMPS,,0.267,0.0,2013
BFAM,Jan 25,Bright Horizons Family Solutions Inc,Miscellaneous,22.0,10,BRCL,GS,JPM,0.9129999999999999,0.287,2013
JRVR,Dec 12,James River Group Holdings Ltd.,Finance,21.0,11,BMO,FBR,KBW,0.311,0.012,2014
WK,Dec 12,Workiva Inc.,Technology,14.0,7,CS,MS,,0.6990000000000001,-0.018000000000000002,2014
NEWR,Dec 12,New Relic Inc.,Technology,23.0,5,JPM,MS,,1.6680000000000001,0.478,2014
LC,Dec 11,LendingClub Corporation,Miscellaneous,15.0,57,GS,MS,,0.8059999999999999,0.562,2014
MOMO,Dec 11,Momo Inc.,Technology,13.5,16,CRNS,,JPM,1.24,0.261,2014
EYES,Nov 19,Second Sight Medical Products Inc.,Health-Care,9.0,3,MDBC,,,1.395,1.219,2014
PGRE,Nov 19,Paramount Group Inc.,Consumer-Services,17.5,131,BAML,MS,WLFG,0.43700000000000006,0.039,2014
STOR,Nov 18,STORE Capital Corporation,Consumer-Services,18.5,27,CS,GS,MS,0.373,0.054000000000000006,2014
FGEN,Nov 14,FibroGen Inc,Health-Care,18.0,8,CITI,GS,LRNK,0.795,0.222,2014
AXTA,Nov 12,Axalta Coating Systems Ltd.,Basic-Industries,19.5,50,CITI,DB,GS,0.49700000000000005,0.064,2014
JYNT,Nov 11,The Joint Corp.,Miscellaneous,6.5,3,FLTI,ROTH,,0.20800000000000002,0.012,2014
FRPT,Nov 7,Freshpet Inc.,Consumer-Non-Durables,15.0,10,CS,GS,,0.953,0.27399999999999997,2014
TBK,Nov 7,Triumph Bancorp Inc.,Finance,12.0,6,EVCR,SNDL,WLFG,0.262,0.063,2014
UPLD,Nov 6,Upland Software Inc.,Technology,12.0,3,RAYJ,WB,,0.6809999999999999,-0.188,2014
CHRS,Nov 6,Coherus BioSciences Inc.,Health-Care,13.5,6,CS,JPM,,0.545,-0.066,2014
NVRO,Nov 6,Nevro Corp.,Health-Care,18.0,7,JPM,MS,,0.8059999999999999,0.39899999999999997,2014
AM,Nov 5,Antero Midstream Partners LP,Public-Utilities,25.0,40,BRCL,CITI,WLFG,0.773,0.121,2014
XENE,Nov 5,Xenon Pharmaceuticals Inc.,Health-Care,9.0,4,JEFF,WLFG,,0.201,0.16699999999999998,2014
BOOT,Oct 30,Boot Barn Holdings Inc.,Consumer-Services,16.0,5,JPM,JEFF,PPRJ,1.3769999999999998,0.091,2014
SHLX,Oct 29,Shell Midstream Partners L.P.,Energy,23.0,40,BRCL,CITI,,0.836,0.254,2014
SIEN,Oct 29,Sientra Inc.,Health-Care,15.0,5,PPRJ,Stifel,,0.752,0.11699999999999999,2014
DBVT,Oct 22,DBV Technologies S.A.,Health-Care,21.6,4,CITI,LRNK,,0.29,0.057999999999999996,2014
ATRA,Oct 16,Atara Biotherapeutics Inc.,Health-Care,11.0,5,CITI,GS,,0.01,0.318,2014
FWP,Oct 15,Forward Pharma A/S,Health-Care,21.0,10,JEFF,LRNK,RBC,0.387,-0.16699999999999998,2014
PLAY,Oct 10,Dave & Buster`s Entertainment Inc.,Consumer-Services,16.0,5,JEFF,PPRJ,,1.198,0.077,2014
USDP,Oct 9,USD Partners LP,Transportation,17.0,9,BRCL,BAML,CITI,0.579,-0.059000000000000004,2014
HUBS,Oct 9,HubSpot Inc.,Technology,25.0,5,JPM,MS,UBS,1.652,0.204,2014
VBTX,Oct 9,Veritex Holdings Inc.,Finance,13.0,2,SNDL,STPH,,0.389,0.073,2014
DERM,Oct 3,Journey Medical Corporation,Health-Care,16.0,7,CITI,LRNK,,0.721,-0.027999999999999997,2014
W,Oct 2,Wayfair Inc.,Consumer-Services,29.0,11,BAML,CITI,GS,1.455,0.301,2014
AAC,Oct 2,AAC Holdings Inc.,Health-Care,15.0,5,RAYJ,WLFG,WB,0.56,0.233,2014
ATTO,Oct 2,Atento S.A.,Public-Utilities,15.0,10,BITA,CS,MS,0.7,-0.136,2014
CALA,Oct 2,Calithera Biosciences Inc.,Health-Care,10.0,8,CITI,LRNK,,0.579,-0.059000000000000004,2014
VBLT,Oct 1,Vascular Biogenics Ltd.,Health-Care,6.0,6,DB,,,0.18600000000000003,-0.025,2014
CYBR,Sep 24,CyberArk Software Ltd.,Technology,16.0,0.9K,BRCL,DB,JPM,24.244,0.871,2014
CFG,Sep 24,Citizens Financial Group Inc.,Finance,21.5,140,GS,MS,,0.43200000000000005,0.073,2014
ICL,Sep 24,Israel Chemicals Shs,Basic-Industries,7.0,60,BRCL,MS,,0.434,0.023,2014
AVAL,Sep 23,Grupo Aval Acciones y Valores S.A.,Finance,13.5,81,GS,JPM,,0.298,0.006,2014
BABA,Sep 19,Alibaba Group Holding Limited,Miscellaneous,68.0,320,CITI,CS,DB,0.8490000000000001,0.381,2014
PRQR,Sep 18,ProQR Therapeutics N.V.,Health-Care,13.0,7,DB,LRNK,,0.9009999999999999,0.133,2014
CIVI,Sep 17,Civitas Solutions Inc.,Health-Care,17.0,11,BRCL,BAML,JEFF,0.5660000000000001,-0.023,2014
AFMD,Sep 12,Affimed N.V.,Health-Care,7.0,8,BMO,JEFF,LRNK,0.446,-0.18600000000000003,2014
RWLK,Sep 12,ReWalk Robotics Ltd,Health-Care,12.0,3,BRCL,JEFF,,4.247,1.133,2014
OTIC,Aug 13,Otonomy Inc.,Health-Care,16.0,6,BAML,JPM,,0.993,0.07200000000000001,2014
ICD,Aug 8,Independence Contract Drilling Inc.,Energy,11.0,10,BRCL,MS,RBC,0.41200000000000003,0.005,2014
RYI,Aug 8,Ryerson Holding Corporation,Basic-Industries,11.0,11,BMO,BAML,DB,0.606,-0.064,2014
TTOO,Aug 7,T2 Biosystems Inc.,Health-Care,11.0,5,GS,MS,,0.561,0.302,2014
HMLP,Aug 7,Hoegh LNG Partners LP,Consumer-Services,20.0,9,BAML,CITI,MS,0.634,0.113,2014
CTLT,Jul 31,Catalent Inc.,Health-Care,20.5,42,JPM,MS,,0.33399999999999996,-0.025,2014
HQY,Jul 31,HealthEquity Inc.,Miscellaneous,14.0,9,JPM,WLFG,,0.795,0.257,2014
MRNS,Jul 31,Marinus Pharmaceuticals Inc.,Health-Care,8.0,5,JMPS,Stifel,,0.111,0.0,2014
SYF,Jul 31,Synchrony Financial,Finance,23.0,125,GS,JPM,MS,0.452,0.0,2014
WLKP,Jul 30,Westlake Chemical Partners LP,Basic-Industries,24.0,11,BRCL,UBS,,1.026,0.28300000000000003,2014
LOCO,Jul 25,El Pollo Loco Holdings Inc.,Consumer-Services,15.0,7,JEFF,MS,RWB,3.295,0.602,2014
OCUL,Jul 25,Ocular Therapeutix Inc.,Health-Care,13.0,5,COWN,MS,RBC,0.376,0.012,2014
OEC,Jul 25,Orion Engineered Carbons S.A,Basic-Industries,18.0,19,GS,MS,,0.409,-0.013999999999999999,2014
WMS,Jul 25,Advanced Drainage Systems Inc.,Capital-Goods,16.0,14,BRCL,DB,,0.355,0.009000000000000001,2014
TSQ,Jul 24,Townsquare Media Inc.,Consumer-Services,11.0,8,BAML,JEFF,RBC,0.6659999999999999,-0.068,2014
MTBC,Jul 23,"CareCloud, Inc",Technology,5.0,4,AGIS,CHRD,SMRS,0.46399999999999997,-0.14400000000000002,2014
GLOB,Jul 18,Globant S.A.,Technology,10.0,5,CITI,CS,JPM,0.7090000000000001,0.125,2014
SAGE,Jul 18,Sage Therapeutics Inc.,Health-Care,18.0,5,GS,JPM,,1.1640000000000001,0.672,2014
TRUP,Jul 18,Trupanion Inc.,Health-Care,10.0,7,BRCL,RBC,Stifel,0.594,0.14,2014
CDNA,Jul 17,CareDx Inc.,Health-Care,10.0,4,LRNK,PPRJ,,0.39899999999999997,-0.095,2014
IRMD,Jul 16,iRadimed Corporation,Health-Care,6.3,2,ROTH,,,0.447,0.584,2014
ISTR,Jul 1,Investar Holding Corporation,Finance,14.0,2,SNDL,STRN,,0.27699999999999997,0.013999999999999999,2014
NERV,Jul 1,Minerva Neurosciences Inc,Health-Care,6.0,5,JEFF,,,0.537,0.008,2014
NEP,Jun 27,NextEra Energy Partners LP,Public-Utilities,25.0,16,BAML,GS,MS,0.726,0.28,2014
GPRO,Jun 26,GoPro Inc.,Miscellaneous,24.0,17,BRCL,CITI,JPM,2.573,0.306,2014
AMPH,Jun 25,Amphastar Pharmaceuticals Inc.,Health-Care,7.0,8,BMO,JEFF,PPRJ,0.52,0.25,2014
MTLS,Jun 25,Materialise NV,Technology,12.0,8,CS,PPRJ,,0.759,-0.037000000000000005,2014
XNET,Jun 24,Xunlei Limited,Technology,12.0,7,CITI,JPM,,1.456,0.242,2014
ARDX,Jun 19,Ardelyx Inc.,Health-Care,14.0,4,CITI,LRNK,,0.369,0.008,2014
VNOM,Jun 18,Viper Energy Partners LP,Energy,26.0,5,BRCL,CS,WLFG,0.196,0.244,2014
CCS,Jun 18,Century Communities Inc.,Capital-Goods,23.0,4,DB,FBR,JPM,0.94,-0.076,2014
ASPN,Jun 13,Aspen Aerogels Inc.,Consumer-Services,11.0,7,BRCL,CITI,JPM,0.445,-0.023,2014
TSE,Jun 12,Trinseo S.A.,Basic-Industries,19.0,10,CITI,DB,GS,0.545,0.066,2014
RDUS,Jun 6,Radius Health Inc.,Health-Care,8.0,6,COWN,JEFF,,0.272,0.001,2014
ANET,Jun 6,Arista Networks Inc.,Technology,43.0,5,CITI,MS,,1.382,0.27899999999999997,2014
AGRX,May 23,Agile Therapeutics Inc.,Health-Care,6.0,9,RBC,WB,,0.36700000000000005,-0.077,2014
HRTG,May 23,Heritage Insurance Holdings Inc.,Finance,11.0,6,CITI,SNDL,,0.368,0.045,2014
SDPI,May 23,Superior Drilling Products Inc.,Energy,4.0,6,ROTH,,,0.16699999999999998,0.12300000000000001,2014
JD,May 22,JD.com Inc.,Consumer-Services,19.0,93,BAML,UBS,,0.9009999999999999,0.1,2014
TGEN,May 20,Tecogen Inc.,Capital-Goods,4.8,647,SCRS,,,0.031,0.341,2014
TRUE,May 16,TrueCar Inc.,Technology,9.0,7,GS,JPM,RBC,0.8440000000000001,0.11800000000000001,2014
BWFG,May 15,Bankwell Financial Group Inc.,Finance,18.0,2,KBW,SNDL,,0.18,0.0,2014
ZEN,May 15,Zendesk Inc.,Technology,9.0,11,CS,GS,MS,0.758,0.49200000000000005,2014
SFBS,May 14,ServisFirst Bancshares Inc.,Finance,91.0,625,SNDL,,,4.477,-0.8440000000000001,2014
TOUR,May 9,Tuniu Corporation,Consumer Services,9.0,8,CRNS,CS,MS,0.778,0.11900000000000001,2014
PBFX,May 9,PBF Logistics LP,Energy,23.0,13,BRCL,UBS,,0.701,0.203,2014
CMCM,May 8,Cheetah Mobile Inc.,Technology,14.0,12,CS,JPM,MS,0.6409999999999999,0.006999999999999999,2014
LPG,May 8,Dorian LPG Ltd.,Transportation,19.0,7,JPM,UBS,,0.526,-0.019,2014
GLOP,May 7,GasLog Partners LP,Consumer-Services,21.0,8,CITI,CS,WLFG,0.5589999999999999,0.243,2014
SCYX,May 2,SCYNEXIS Inc.,Health-Care,10.0,6,CNCD,RBC,,0.138,-0.1,2014
FRSH,May 2,Papa Murphy`s Holdings Inc.,Consumer-Services,11.0,5,JEFF,RWB,WLFG,0.762,0.005,2014
ALDX,May 2,Aldeyra Therapeutics Inc.,Health-Care,8.0,1,AGIS,,,0.385,-0.1,2014
ARES,May 2,Ares Management Corporation,Finance,19.0,11,BAML,JPM,,0.677,-0.021,2014
SABR,Apr 17,Sabre Corporation,Technology,16.0,39,BAML,DB,GS,0.469,0.031,2014
SPWH,Apr 17,Sportsman`s Warehouse Holdings Inc.,Consumer-Services,9.5,12,CS,GS,,0.445,0.026000000000000002,2014
LEJU,Apr 17,Leju Holdings Limited,Finance,10.0,10,CS,JPM,MQRE,0.898,0.18600000000000003,2014
MC,Apr 16,Moelis & Company,Finance,25.0,6,GS,MS,,0.6829999999999999,0.046,2014
PAYC,Apr 15,Paycom Software Inc.,Technology,15.0,6,BRCL,JPM,,0.532,0.023,2014
CIO,Apr 15,City Office REIT Inc.,Consumer-Services,12.5,5,JMS,OPPN,WUND,0.065,-0.008,2014
