Issuer Ticker,Issuer Name,Announced Date,Pricing Date,Industry Sector,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Market Cap at Offer (M)
1874838D,Phunware,7/1/2016,8/19/2016,Technology,6.4,-502.8,-135.9,69.006,6.9006,69.006
JHB,Nuveenorateome Novemb,7/16/2015,8/24/2016,Financial,,,,500,0,0
PRTHU,Priority Technology Holdings I,7/26/2016,9/13/2016,"Consumer, Non-cyclical",27.3,0.2,0.8,50,5.4025,54.025
NBLX,Noble Midstream Partners LP,10/22/2015,9/14/2016,Energy,8.6,17.5,5.1,323.438,17.7776,357.808
FBK,FB Financial,8/19/2016,9/15/2016,Financial,-0.5,33,1.1,128.531,23.9848,455.711
EVBG,Everbridge,8/19/2016,9/15/2016,Technology,35.8,-25.7,-6.8,103.5,26.9236,323.083
SCACU,Saban Capital Acquisition,8/23/2016,9/16/2016,Diversified,140.4,-97.2,-1.6,235,23.5,235
TTD,Trade Desk/The,8/22/2016,9/20/2016,Communications,43.1,11.5,-0.2,96.6006,0,0
NOVN,Novan,8/24/2016,9/20/2016,"Consumer, Non-cyclical",-39.8,-1003.7,-38.1,51.865,15.5886,171.475
ELF,elf Beauty,8/26/2016,9/21/2016,"Consumer, Non-cyclical",23.2,5.5,6.5,162.916,44.3798,754.457
CSTR,Capstar Financial Holdings,8/29/2016,9/21/2016,Financial,4.4,36.3,1.3,44.592,11.1837,167.756
VVV,Valvoline,5/31/2016,9/22/2016,Basic Materials,26.6,14,13.6,759,200,4400
APTI,Apptio,8/26/2016,9/22/2016,Technology,17.4,-13.5,-7.9,110.4,6.9,596.573
MRT,MedEquities Realty Trust,8/20/2015,9/28/2016,Financial,-6.2,9.8,0.3,256.319,31.6846,380.215
OPP,RiverNorth/DoubleLine Strategi,7/5/2016,9/28/2016,Financial,,,,220.17,0,0
TRHC,Tabula Rasa HealthCare,1/4/2016,9/28/2016,Technology,11.4,-23.8,-30.7,59.34,16.1542,193.85
FLGT,Fulgent Genetics,9/2/2016,9/28/2016,"Consumer, Non-cyclical",135.3,51.1,20.8,43.47,17.6763,159.087
NTNX,Nutanix,12/22/2015,9/29/2016,Technology,13.3,-50.4,-34.3,273.608,17.1005,2232.06
ADSW,Advanced Disposal Services,8/21/2015,10/5/2016,Industrial,4.1,-0.4,0.00849473,398.475,86.631,1559.36
COUP,Coupa Software,9/8/2016,10/5/2016,Technology,33.9,-52.2,-10.9,153.18,49.221,885.978
WAAS,AquaVenture Holdings Ltd,9/25/2015,10/5/2016,Industrial,39.7,-9.8,-2.6,134.55,26.388,474.984
RSLS,ReShape Lifesciences,9/9/2016,10/5/2016,"Consumer, Non-cyclical",756.4,-455.3,-87.6,75,15.9535,239.303
CWH,Camping World Holdings,6/13/2016,10/6/2016,"Consumer, Cyclical",26.9,4,4.7,261.188,18.936,405.403
MRAM,Everspin Technologies,9/9/2016,10/7/2016,Technology,31.2,7.8,20.2,40,12.492,99.936
1910505D,Organogenesis Holdings,9/2/2016,10/10/2016,"Consumer, Non-cyclical",38.3,20.2,18,310,31,310
XOGAQ,Extraction Oil & Gas,9/14/2016,10/11/2016,Energy,-38.8,-228.3,-0.0308302,728.333,146.794,2789.09
OTTW,Ottawa Bancorp,6/6/2016,10/11/2016,Financial,-1.8,20.9,0.9,23.84,0,0
BCTF,Bancorp 34,6/3/2016,10/11/2016,Financial,12.3,4.6,0.4,18.795,0,0
TUSK,Mammoth Energy Services,9/2/2016,10/13/2016,Energy,-26.8,-44.3,-2.5,116.25,37.5,562.5
FRTA,Forterra,7/8/2016,10/19/2016,Industrial,16.5,6.2,6.7,331.56,63.7895,1148.21
IRTC,iRhythm Technologies,9/23/2016,10/19/2016,"Consumer, Non-cyclical",21.7,-31.4,-27.9,123.049,22.0672,375.142
GTYHU,GTY Technology Holdings/Ca,9/26/2016,10/26/2016,Technology,,,,552,55.2,552
RARX,Ra Pharmaceuticals,9/30/2016,10/26/2016,"Consumer, Non-cyclical",20,-3422.9,-40.8,105.386,22.5462,293.101
GOLF,Acushnet Holdings,6/20/2016,10/27/2016,"Consumer, Cyclical",33.2,8.3,8.2,377.966,74.0936,1259.59
BL,Blackline,9/30/2016,10/28/2016,Technology,21,-27,-4.2,168.13,50.6211,860.559
QTNA,Quantenna Communications,9/29/2016,10/28/2016,Communications,25,1.4,2.1,108.408,32.8566,525.706
SND,Smart Sand,9/19/2016,11/3/2016,Energy,3.5,-40,-6.7,148.005,35.1162,386.278
IHIT,Invesco Highome 2023 Targe,8/26/2016,11/23/2016,Financial,,,,216,0,0
IIPR,Innovative Industrial Properti,10/17/2016,12/1/2016,Financial,74.9,55.7,5.9,67,3.35,67
POLA,Polar Power,9/9/2016,12/6/2016,Industrial,87,-8.3,-1.8,19.32,10.1432,71.0024
ICHR,Ichor Holdings Ltd,11/14/2016,12/8/2016,Industrial,19.9,6.4,7.6,52.9002,23.7278,213.55
SNES,Senestech,9/21/2016,12/8/2016,"Consumer, Non-cyclical",112.7,-1378,-84.4,15,10.1286,81.0288
WRD,WildHorse Resource Development,11/10/2016,12/13/2016,Energy,94.4,17.5,4.8,446.957,93.6242,1404.36
FIV,First Trust Senior Floating Ra,10/14/2016,12/22/2016,Financial,,,,325,0,0
GSHTU,Verra Mobility,12/9/2016,1/12/2017,Technology,39.8,7.5,5.2,400,40,400
NEX,NexTier Oilfield Solutions,12/14/2016,1/19/2017,Energy,18.3,-8.3,11.9,584.706,103.128,1959.43
FNTEU,International Money Express In,12/23/2016,1/20/2017,Financial,28.5,10.2,15.8,175,23.16,231.6
ATIS,Attis Industries,9/9/2016,1/24/2017,Industrial,-97.1,-4398.8,,12.39,6.4288,17.5083
ANAB,AnaptysBio,9/9/2015,1/25/2017,"Consumer, Non-cyclical",-15.7,-91.4,-25.8,86.25,19.9093,298.639
JELD,JELD-WEN Holding,6/1/2016,1/26/2017,Industrial,12.6,3.5,1.4,661.25,104.882,2412.29
JAG,Jagged Peak Energy,12/19/2016,1/26/2017,Energy,106.8,30.2,8.9,473.985,212.938,3194.07
REVG,REV Group,10/24/2016,1/26/2017,"Consumer, Cyclical",4.5,1.8,0.5,316.25,63.6972,1401.34
JNCE,Jounce Therapeutics,12/30/2016,1/26/2017,"Consumer, Non-cyclical",-56.8,-337.7,-53,117.117,32.1218,513.949
JPT,Nuveen Preferred andome Fu,10/11/2016,1/27/2017,Financial,,,,162.5,0,0
INVH,Invitation Homes,1/6/2017,1/31/2017,Financial,9.5,13,1.9,1771,313.667,6273.34
LAUR,Laureate Education,10/2/2015,1/31/2017,"Consumer, Non-cyclical",6,17.7,1.8,490,35,490
KRP,Kimbell Royalty Partners LP,1/6/2017,2/2/2017,Energy,49.8,25,15.5,90,16.3327,293.989
METC,Ramaco Resources,12/29/2016,2/2/2017,Energy,67.7,14,27.2,81,39.0626,527.345
FBM,Foundation Building Materials,1/13/2017,2/9/2017,"Consumer, Cyclical",5.3,1.8,3.2,206.08,42.7742,598.839
SACH,Sachem Capital,10/28/2016,2/9/2017,Financial,63.5,43.7,4.4,13,11.1332,55.666
CLPR,Clipper Realty,10/7/2016,2/10/2017,Financial,-0.1,-6.1,-0.5,86.2663,17.8128,240.473
NBEVQ,NewAge,12/22/2016,2/13/2017,"Consumer, Non-cyclical",10.1,-14,-2.2,17.2477,29.0115,101.54
BGIO,BlackRock 2022 Globalome O,12/6/2016,2/25/2017,Financial,,,,210,0,0
HLNE,Hamilton Lane,2/1/2017,2/28/2017,Financial,7.3,39.6,10.2,218.501,18.8518,301.629
SNAP,Snap,2/2/2017,3/1/2017,Communications,64.2,-11.8,-14.5,3910,677.184,19673.6
JILL,J Jill,2/10/2017,3/8/2017,"Consumer, Cyclical",37.1,-4.8,10.1,162.912,43.7479,568.723
1871321D,US Well Services,2/15/2017,3/9/2017,Energy,2.6,-28.1,-19.8,325,32.5,325
PSDO,Presidio,11/22/2016,3/9/2017,Technology,9.4,1.1,1.5,262.721,90.7108,1269.95
NODK,NI Holdings,10/11/2016,3/15/2017,Financial,5.7,2.6,-6.1,103.5,23,230
PUMP,ProPetro Holding,2/8/2017,3/16/2017,Energy,10.8,-6.2,-2.7,402.5,83.0399,1162.56
MULE,MuleSoft,2/17/2017,3/16/2017,Technology,57.9,-26.9,-23,254.15,14.95,2141.86
SRUNU,Alta Mesa Resources,3/2/2017,3/23/2017,Energy,-2.6,-90,-48.5,1035,103.5,1035
AYX,Alteryx,2/24/2017,3/23/2017,Technology,8.2,-33.5,-22.3,144.9,10.35,144.9
VLRXQ,Valeritas Holdings,2/6/2017,3/23/2017,"Consumer, Non-cyclical",30.3,-173.9,-114.6,52.5,6.8896,68.896
ICCH,ICC Holdings,10/13/2016,3/28/2017,Financial,11.9,6.7,-0.9,36.8,4.0889,0
KAACU,Kinetik Holdings,3/7/2017,3/29/2017,Energy,8.2,-39,-0.6,377.321,37.7321,377.321
JCO,Nuveen Credit Opportunities 20,10/3/2016,3/29/2017,Financial,,,,255,0,0
9876123D,Hess Midstream Operations LP,9/24/2014,4/4/2017,Energy,,,,390.931,29.4967,678.424
SNDR,Schneider National,12/22/2016,4/5/2017,Industrial,23.1,7.2,11.7,612.75,93.8119,3297.23
OKTA,Okta,3/13/2017,4/6/2017,Communications,55.6,-65.2,-10.1,215.05,12.65,187
1638762D,ConvergeOne Holdings,3/20/2017,4/6/2017,Technology,,,2.5,150,15.555,155.55
ELVT,Elevate Credit,11/9/2015,4/6/2017,Financial,-10.4,-8,-9.4,92.69,41.3597,268.838
VEACU,Vantage Energy Acquisition Cor,2/17/2017,4/11/2017,Diversified,,,0.7,552,47.2,472
HCC,Warrior Met Coal,3/7/2017,4/12/2017,Energy,35.3,14.2,41.4,316.667,53.5,1016.5
9966911D,Cadence BanCorp,3/17/2017,4/12/2017,Financial,2.7,-22.1,2.5,172.5,83.625,1672.5
YEXT,Yext,3/13/2017,4/12/2017,Technology,10.1,-23.8,-17.9,132.825,87.0645,957.71
FBRX,Forte Biosciences,3/9/2017,4/12/2017,"Consumer, Non-cyclical",,,-36,97.75,19.7768,197.768
PCSB,PCSB Financial,12/12/2016,4/20/2017,Financial,4.5,26.4,0.8,178.264,18.1651,181.651
WTTR,Select Energy Services,3/2/2017,4/20/2017,Energy,26.3,-5.5,5.1,140.07,14.083,197.162
FND,Floor & Decor Holdings,2/10/2017,4/26/2017,"Consumer, Cyclical",41.5,8.2,7,213.087,92.3586,1939.53
EEX,Emerald Holding,3/31/2017,4/27/2017,"Consumer, Non-cyclical",14.2,-53.6,9.4,303.025,72.2022,1227.44
CLDR,Cloudera,3/31/2017,4/27/2017,Technology,9.4,-18.7,-6.2,258.75,130.314,1954.71
CVNA,Carvana Co,3/31/2017,4/27/2017,"Consumer, Cyclical",129.3,-1,-11.6,225,15,225
NCSM,NCS Multistage Holdings,3/9/2017,4/27/2017,Energy,10.7,-3.9,-1,185.725,45.3252,770.528
AM,Antero Midstream,3/28/2017,5/3/2017,Energy,-0.2,36.9,5.8,875.375,186.17,4375
2177859D,Biohaven Pharmaceutical Holdin,4/7/2017,5/3/2017,"Consumer, Non-cyclical",626.9,-183,-83.2,193.545,35.7156,607.165
URGN,UroGen Pharma Ltd,4/7/2017,5/3/2017,"Consumer, Non-cyclical",307.1,-230.6,-75.8,66.8772,12.6435,164.365
TPGE/U,Magnolia Oil & Gas,4/17/2017,5/4/2017,Energy,101.7,38.7,41.8,650,65,650
KREF,KKR Real Estate Finance Trust,4/3/2017,5/4/2017,Financial,8,46.9,0.8,241.644,53.7118,1101.09
OVID,Ovid therapeutics,4/11/2017,5/4/2017,"Consumer, Non-cyclical",1551.5,58.9,-34.4,75,24.6019,369.029
GNTY,Guaranty Bancshares/TX,4/6/2017,5/8/2017,Financial,0.8,33.1,1.3,54,10.7539,290.355
FPH,Five Point Holdings,4/7/2017,5/9/2017,Financial,46,2.9,-0.1,338.1,143.064,3143.38
IR,Ingersoll Rand,2/28/2017,5/11/2017,Industrial,29.6,10.9,4.6,949.9,195.927,3918.54
SOI,Solaris Oilfield Infrastructur,3/15/2017,5/11/2017,Energy,54.5,-0.5,3.8,121.2,10.1,121.2
VERI,Veritone,3/15/2017,5/11/2017,Technology,99.8,-61.2,-13.7,37.5,13.8796,208.194
NESRU,National Energy Services Reuni,3/29/2017,5/12/2017,Energy,26.7,6,2.2,229.217,22.9217,229.217
ASV,ASV Holdings,3/24/2017,5/12/2017,Industrial,3.4,-25.1,-33.7,30.59,10.07,70.49
MMDMU,Modern Media Acquisition,3/8/2017,5/16/2017,Communications,,,0.3,207,20.7,207
GTHX,G1 Therapeutics,4/13/2017,5/16/2017,"Consumer, Non-cyclical",-30.4,-471.3,-75,116.724,28.1954,422.931
SGH,SMART Global Holdings,4/28/2017,5/23/2017,Technology,21.2,3.6,4.5,58.3,21.5023,227.78
WOW,WideOpenWest,3/23/2017,5/24/2017,Communications,-36.8,106.1,12.4,356.5,87.4694,1486.98
APPN,Appian,4/27/2017,5/24/2017,Technology,21.2,-24,-30,86.25,7.1875,704.255
KBLMU,180 Life Sciences,4/26/2017,6/1/2017,"Consumer, Non-cyclical",,,43.4,115,11.95,119.5
SSTI,ShotSpotter,5/2/2017,6/7/2017,"Consumer, Non-cyclical",27.1,-7.6,-1,35.42,9.5329,104.862
PLYM,Plymouth Industrial REIT,6/16/2014,6/8/2017,Financial,28,-10.6,-1.3,58.14,3.7867,71.9473
CGBD,Carlyle Secured Lending,5/19/2017,6/13/2017,Financial,-5.9,93.6,5.8,174.903,61.4205,1136.28
ATNX,Athenex,5/12/2017,6/14/2017,"Consumer, Non-cyclical",-16.7,-166.2,-56.5,75.9,56.944,626.384
EVTV,Envirotech Vehicles,4/25/2017,6/15/2017,"Consumer, Cyclical",230.5,-374.5,-12.9,12.5,0,0
BOC,Boston Omaha,4/21/2017,6/16/2017,Communications,24.5,92.5,-4.7,97.0495,13.3072,172.994
CNACU,DermTech,5/18/2017,6/19/2017,"Consumer, Non-cyclical",101.1,-661.7,-49.3,143.75,18.005,180.05
ATUS,Altice USA,4/11/2017,6/21/2017,Communications,1.9,9.8,1.9,2151.73,246.751,22112.1
SAFE,Safehold,4/10/2017,6/21/2017,Financial,20.3,39.1,2.8,205,18.19,363.8
HCAC/U,NRC Group Holdings,5/30/2017,6/22/2017,Industrial,29.7,-13.1,-21.7,256.65,25.665,256.65
GPMT,Granite Point Mortgage Trust I,5/24/2017,6/22/2017,Financial,-10.6,34.4,0.4,195,43.2308,843.001
ESQ,Esquire Financial Holdings,5/31/2017,6/26/2017,Financial,23,27.3,2.1,38.059,7.2116,100.962
ATXI,Avenue Therapeutics,4/28/2017,6/26/2017,"Consumer, Non-cyclical",,,-478,37.95,9.6665,57.999
TPGH/U,Accel Entertainment,6/7/2017,6/27/2017,"Consumer, Cyclical",132.2,4.3,7.8,450,45,450
CBH,Virtus Convertible &ome 20,5/9/2017,6/27/2017,Financial,,,,182.468,0,0
MRSN,Mersana Therapeutics,6/1/2017,6/27/2017,"Consumer, Non-cyclical",-94.8,-395488,-78.2,75,22.6456,339.684
APRN,Blue Apron Holdings,6/1/2017,6/28/2017,"Consumer, Non-cyclical",2.1,-18.7,-61.1,300,30.0427,1890.58
DOVA,Dova Pharmaceuticals,6/2/2017,6/28/2017,"Consumer, Non-cyclical",,-698,-70.8,75.055,24.9902,424.833
ALRN,Aileron Therapeutics,6/2/2017,6/28/2017,"Consumer, Non-cyclical",,,-72.1,56.25,14.7102,220.653
BY,Byline Bancorp,5/31/2017,6/29/2017,Financial,7.2,29.8,1.1,124.545,29.2469,555.691
TNTRQ,Tintri,6/1/2017,6/29/2017,Technology,0.6,-125.2,-174,67.004,31.3881,219.717
PIXY,ShiftPixy,11/21/2016,6/29/2017,Technology,171,-127.5,-61,12,28.5419,171.251
AKCA,Akcea Therapeutics,3/27/2017,7/13/2017,"Consumer, Non-cyclical",653.1,8.3,-8.6,143.75,66.5417,532.334
FSACU,Federal Street Acquisition Cor,6/21/2017,7/18/2017,"Consumer, Non-cyclical",,,,460,46,460
TRTX,TPG RE Finance Trust,4/25/2017,7/19/2017,Financial,-15.3,57.5,-0.9,233,60.1265,1202.53
KALA,Kala Pharmaceuticals,6/23/2017,7/19/2017,"Consumer, Non-cyclical",76.6,-1268.7,-91,103.5,24.1834,362.751
CLXT,Calyxt,6/23/2017,7/19/2017,"Consumer, Non-cyclical",8.9,-112.3,-56.3,64.4,27.65,221.2
OSPRU,Sitio Royalties,6/28/2017,7/20/2017,Energy,74.9,19.3,1.4,275,27.5,275
PETQ,PetIQ,6/23/2017,7/20/2017,"Consumer, Non-cyclical",19.5,-1.7,-1.6,115,12.6393,202.229
RBB,RBB Bancorp,6/28/2017,7/25/2017,Financial,8.2,39.7,1.6,86.25,15.6856,360.769
INDUU,Industrea Acquisition,6/29/2017,7/26/2017,Industrial,,,,230,23,230
SNNAQ,Sienna Biopharmaceuticals,7/3/2017,7/26/2017,"Consumer, Non-cyclical",,,-57,74.7495,20.5383,308.075
WRLSU,American Virtual Cloud Technol,7/6/2017,7/27/2017,Technology,,-804.9,-142.7,310.5,31.05,310.5
EFL,Eaton Vance Floating-Rate 2022,6/28/2017,7/27/2017,Financial,,,,210,0,0
RDFN,Redfin,6/30/2017,7/27/2017,Financial,116.9,-5.7,-10.3,159.236,80.9215,1213.82
BPRN,Bank of Princeton/The,7/24/2017,7/31/2017,Financial,11.2,33.4,1.5,55.2,0,0
AADI,Aadi Bioscience,4/14/2017,8/7/2017,"Consumer, Non-cyclical",-92.5,-9829.4,-162.8,136.835,27.0496,0
ATACU,HF Foods Group,10/28/2016,8/9/2017,"Consumer, Non-cyclical",46,-60.5,2.9,44.25,0,0
RNGR,Ranger Energy Services,5/22/2017,8/10/2017,Energy,56,2.9,8.5,85.0005,8.4132,121.991
YOGAQ,YogaWorks,6/23/2017,8/10/2017,"Consumer, Cyclical",9.3,-59,-63,40.15,16.2091,89.15
1875234D,Custom Truck One Source,7/3/2017,8/15/2017,"Consumer, Non-cyclical",285.5,-15.5,-0.5,402.5,40.25,402.5
IAMXU,Simplicity Esports and Gaming,7/12/2017,8/17/2017,Technology,128.9,-493.9,-250,50,5.2545,52.545
CSSE,Chicken Soup For The Soul Ente,7/17/2017,8/17/2017,"Consumer, Cyclical",66.3,-45.6,-24.2,30,0,0
SPCE/U,Virgin Galactic Holdings,8/23/2017,9/13/2017,"Consumer, Cyclical",1283.1,-10719.9,-36.1,690,69,690
DOTAU,Draper Oakwood Technology Acqu,8/25/2017,9/14/2017,Communications,,,,50,5.25,52.5
TRMT,Tremont Mortgage Trust,7/7/2017,9/14/2017,Financial,47.5,71.1,2.4,50,3.1001,62.002
KRYS,Krystal Biotech,8/21/2017,9/19/2017,"Consumer, Non-cyclical",,,-25.2,45.54,10.2372,102.372
OMP,Oasis Midstream Partners LP,5/12/2017,9/20/2017,Energy,-15.2,6.6,13.6,146.625,14.875,252.875
CELC,Celcuity,8/23/2017,9/20/2017,"Consumer, Non-cyclical",,,-53.2,26.22,10.0821,95.7799
FUV,Arcimoto,6/22/2017,9/21/2017,"Consumer, Cyclical",101.5,-1084.3,-87,19.5,0,0
JEMD,Nuveen Emerging Markets Debt 2,6/9/2017,9/26/2017,Financial,,,,130,0,0
ROKU,Roku,9/1/2017,9/27/2017,Communications,55.4,8.7,-5.7,252.255,94.7485,219.352
DCPH,Deciphera Pharmaceuticals,9/1/2017,9/27/2017,"Consumer, Non-cyclical",128.4,-311.9,-46.1,138.831,32.5917,554.059
XFLT,XAI Octagon Floating Rate Alte,4/7/2017,9/27/2017,Financial,,,,72.5,0,0
ECVT,Ecovyst,6/9/2017,9/28/2017,Basic Materials,23.2,-22.9,2.9,507.5,135.22,2366.35
9990825D,PDL Community Bancorp,4/12/2017,9/29/2017,Financial,,,,83.08,0,0
1913362D,Allied Esports Entertainment I,9/18/2017,10/4/2017,"Consumer, Cyclical",54.3,1268.4,73.2,138,0,0
RYTM,Rhythm Pharmaceuticals,9/5/2017,10/4/2017,"Consumer, Non-cyclical",,-2207.1,-52.7,137.827,26.7482,454.719
SWCH,Switch,9/8/2017,10/5/2017,Communications,15.7,0.9,12.9,610.938,35.9375,610.938
8989898D,FFBW/Wisconsin,6/14/2017,10/10/2017,Financial,,,,29.506,0,0
CARG,Cargurus,9/15/2017,10/11/2017,Communications,72.5,-0.0161871,-5,172.96,78.5553,1256.88
VERO,Venus Concept,9/1/2017,10/11/2017,"Consumer, Non-cyclical",35.3,-21.7,-23.7,28.7791,29.1173,203.821
OPTN,Optinose,9/18/2017,10/12/2017,"Consumer, Non-cyclical",51.9,-110.2,-59,138,37.7613,604.181
KIDS,OrthoPediatrics,6/16/2016,10/12/2017,"Consumer, Non-cyclical",37.9,-16.5,2.5,59.8,12.6444,164.377
MOSC/U,Vivint Smart Home,9/27/2017,10/18/2017,"Consumer, Non-cyclical",18.1,-20.6,-4.2,345,34.5,345
MDB,MongoDB,9/21/2017,10/18/2017,Technology,48,-35.1,-15.2,220.8,9.2682,1204.04
RMBL,RumbleON,9/1/2017,10/19/2017,Communications,125.3,-1,3,16.005,11.0185,60.6018
FAT,FAT Brands,8/3/2017,10/20/2017,"Consumer, Cyclical",556.1,-26.5,-8,24,0,0
1719252D,Haymaker Acquisition,9/29/2017,10/24/2017,"Consumer, Cyclical",,,,330,33,0
BPMP,BP Midstream Partners LP,9/11/2017,10/25/2017,Energy,-6.9,126.8,20.5,860.299,57.6699,1038.06
EYE,National Vision Holdings,9/29/2017,10/25/2017,"Consumer, Cyclical",21.4,6.1,3.7,399.74,74.6538,1642.38
FSCT,Forescout Technologies,10/2/2017,10/26/2017,Technology,13.1,-35.1,-38.2,133.584,37.8058,831.728
DCF,BNY Mellon Alcentra Global Cre,9/15/2017,10/27/2017,Financial,,,,149.512,0,0
MBIN,Merchants Bancorp/IN,9/25/2017,10/27/2017,Financial,14.3,52.1,1.9,115,28.6852,458.963
ALTR,Altair Engineering,9/29/2017,10/31/2017,Technology,13.2,-1.6,-5.3,179.4,23.1875,301.438
AQUA,Evoqua Water Technologies,10/3/2017,11/1/2017,Industrial,2.4,3.5,2.8,575.001,113.282,2039.08
FNKO,Funko,10/6/2017,11/1/2017,"Consumer, Cyclical",57.7,4.2,4.4,125,23.3377,280.052
SPRO,Spero Therapeutics,10/6/2017,11/1/2017,"Consumer, Non-cyclical",95.6,-491.6,-123.6,83.601,14.3692,201.169
ALNAQ,Allena Pharmaceuticals,10/6/2017,11/1/2017,"Consumer, Non-cyclical",,,-180,74.6662,20.6218,288.705
STNLU,Sentinel Energy Services,9/22/2017,11/2/2017,Diversified,,,-198.8,345,34.5,345
AQ,Aquantia,10/6/2017,11/2/2017,Technology,16.8,-8,-19.5,70.5663,33.3438,300.094
ACMR,ACM Research,9/13/2017,11/3/2017,Technology,65.8,14.5,5.3,12.5048,12.9355,72.4388
MRBK,Meridian,10/31/2017,11/6/2017,Financial,6.6,23.5,1.3,39.9993,0,0
MCB,Metropolitan Bank Holding,10/4/2017,11/7/2017,Financial,23,33.5,1.3,124.775,8.198,286.93
STEL,Stellar Bancorp,10/13/2017,11/7/2017,Financial,-3.3,24.9,0.8,71.76,24.8231,645.401
APLS,Apellis Pharmaceuticals,10/13/2017,11/8/2017,"Consumer, Non-cyclical",-73.4,-1121.2,-90.6,172.495,50.864,712.096
BAND,Bandwidth,10/13/2017,11/9/2017,Technology,43,-5.5,-2,83.26,4.0348,80.696
SEND,SendGrid,10/18/2017,11/14/2017,Technology,39.9,-5.5,-3.4,150.88,0,0
XFOR,X4 Pharmaceuticals,10/20/2017,11/15/2017,"Consumer, Non-cyclical",,,-81.2,46,14.2944,142.944
LGC/U,PARTS iD,10/25/2017,11/16/2017,Communications,11.9,-1.7,-26.8,300,30,300
SAIL,Sailpoint Technologies Holding,10/20/2017,11/16/2017,Technology,20.1,-14,-8.4,276,87.0543,1044.65
SBT,Sterling Bancorp/MI,10/19/2017,11/16/2017,Financial,-21.4,24.1,0.3,207,52.9633,635.56
SFIX,Stitch Fix,10/19/2017,11/16/2017,Communications,-1.3,-9.9,-26.1,138,9.2,138
BXG,Bluegreen Vacations,10/23/2017,11/16/2017,"Consumer, Cyclical",-29.6,1.5,0.6,104.628,74.7345,1046.28
SCPH,scPharmaceuticals,10/23/2017,11/16/2017,"Consumer, Non-cyclical",,,-40.9,102.13,18.5052,259.073
YCBD,cbdMD,9/18/2017,11/16/2017,"Consumer, Non-cyclical",6.2,-52.6,-67.7,12,7.4923,44.9538
BRPAU,NRX Pharmaceuticals,10/13/2017,11/20/2017,"Consumer, Non-cyclical",,,-378.9,69,7.15,71.5
RWGE/U,Regalwood Global Energy Ltd,10/2/2017,11/30/2017,Diversified,,,1.9,300,30,300
IHTA,Invesco Highome 2024 Targe,5/10/2017,11/30/2017,Financial,,,,81,0,0
LACQU,Ensysce Biosciences,11/3/2017,12/1/2017,"Consumer, Non-cyclical",,,,200,20,200
ODTC,Odonate Therapeutics,11/13/2017,12/6/2017,"Consumer, Non-cyclical",,,-66.9,150,26.8904,645.37
CURO,Curo Group Holdings,10/24/2017,12/6/2017,Financial,2.4,10.3,-1.2,107.334,45.5614,637.86
QTRX,Quanterix,11/9/2017,12/6/2017,"Consumer, Non-cyclical",27.9,-52.1,-15.4,73.7475,21.8209,327.313
DNLI,Denali Therapeutics,11/13/2017,12/7/2017,"Consumer, Non-cyclical",-85.5,-597.1,-22.6,287.5,90.0628,1583.63
LBC,Luther Burbank,11/9/2017,12/7/2017,Financial,-5.7,50.9,1.1,150.204,55.9725,601.704
NMRK,Newmark Group,10/23/2017,12/14/2017,Financial,52.5,25.8,4.4,322,138.594,1940.32
CASA,Casa Systems,11/17/2017,12/14/2017,Communications,2,0.8,-17.3,89.7,80.9975,1052.97
LVO,LiveOne,5/11/2017,12/22/2017,Communications,79.3,-37.5,-41.8,21.8408,50.1109,200.444
CUE,Cue Biopharma,9/21/2017,12/27/2017,"Consumer, Non-cyclical",373.6,-295.5,-56,66.1553,19.3073,144.805
NEBUU,NAC Surviving,12/18/2017,1/9/2018,Diversified,,,0.4,275,27.5,275
ILPT,Industrial Logistics Propertie,11/21/2017,1/11/2018,Financial,-13.6,54.4,-3.4,480,65,1560
EAGLU,Target Hospitality,12/22/2017,1/11/2018,"Consumer, Non-cyclical",29.4,-1.5,7.1,325,32.5,325
LBRT,Liberty Energy,2/14/2017,1/12/2018,Energy,155.8,-7.2,8.5,248.894,70.8848,1205.04
OMAD/U,Ranpak Holdings,10/13/2017,1/17/2018,Industrial,28.7,-0.7,-3.1,300,30,300
ADT,ADT,12/21/2017,1/18/2018,"Consumer, Non-cyclical",-0.1,-6.4,-0.2,1470,748.949,10485.3
COLD,Americold Realty Trust,11/14/2017,1/18/2018,Financial,36.5,-1.1,-0.3,833.52,142.388,2208.61
NINE,Nine Energy Service,5/2/2017,1/18/2018,Energy,12.4,-18.4,-2.3,185.15,24.2374,557.46
GTES,Gates Industrial PLC,12/27/2017,1/24/2018,Industrial,24.4,8.5,2.7,841.225,289.75,5505.25
VYNE,VYNE Therapeutics,12/28/2017,1/24/2018,"Consumer, Non-cyclical",-29.7,-496.9,-38.7,136.85,22.978,390.626
AGS,PlayAGS,12/19/2017,1/25/2018,Technology,55.5,-8.6,-2.7,188.6,35.1663,562.661
ARMO,ARMO BioSciences,12/29/2017,1/25/2018,"Consumer, Non-cyclical",,,,147.2,30.4051,516.887
SLDB,Solid Biosciences,12/29/2017,1/25/2018,"Consumer, Non-cyclical",,-530,-36.6,143.75,35.3229,565.166
GPAQU,Gordon Pointe Acquisition,12/22/2017,1/25/2018,Diversified,,,0.6,125,12.5,125
ACET,Adicet Bio,12/29/2017,1/25/2018,"Consumer, Non-cyclical",-45.6,-637.1,-18.2,97.7505,28.0463,420.695
